cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_inicio_atividade,cnae_fiscal_principal,ativa_em_2010,ativa_em_2011,ativa_em_2012,ativa_em_2013,ativa_em_2014,ativa_em_2015,ativa_em_2016,ativa_em_2017,ativa_em_2018,ativa_em_2019,ativa_em_2020,ativa_em_2021,ativa_em_2022
9512539,2,2,2021-06-17,2021-06-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
10143743,2,2,2020-12-02,2020-12-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
10143743,2,2,2020-12-02,2020-12-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
10218474,2,8,2023-01-04,2021-02-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
10262276,2,2,2021-06-17,2021-06-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
10311218,2,2,2020-08-05,2020-08-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
11969853,2,2,2020-05-11,2020-05-11,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
14568725,2,2,2021-09-08,2021-09-08,6424702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
16779741,2,2,2020-03-06,2020-03-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
17343510,2,2,2021-04-16,2021-04-16,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
17361536,2,2,2021-12-27,2021-12-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
19869338,2,2,2020-10-14,2020-10-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
19869338,2,2,2021-07-01,2021-07-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
23623636,2,2,2021-08-02,2021-08-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
24654881,2,2,2019-07-13,2019-07-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
24654881,2,2,2020-01-06,2020-01-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
24795049,2,2,2019-12-09,2019-12-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
24795049,2,2,2021-04-22,2021-04-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
24795049,2,2,2021-07-08,2021-07-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
24830879,2,2,2021-02-09,2021-02-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
25387655,2,2,2021-10-20,2021-10-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
25387671,2,2,2021-08-05,2021-08-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
25798596,2,2,2021-07-30,2021-07-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
26529420,2,2,2020-07-01,2020-07-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
26529420,2,2,2020-04-24,2020-04-24,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
26555235,2,2,2021-06-15,2021-06-15,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
31804966,2,2,2021-09-17,2021-09-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
32430233,2,2,2021-12-09,2021-12-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
32995755,2,2,2019-12-03,2019-12-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
32995755,2,2,2020-02-19,2020-02-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
32995755,2,2,2020-05-26,2020-05-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
32995755,2,2,2021-05-04,2021-05-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
32995755,2,2,2021-12-06,2021-12-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
33021064,2,2,2021-02-08,2021-02-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
33021064,2,2,2021-11-25,2021-11-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
35571249,2,2,2019-12-19,2019-12-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
36131122,1,4,2022-06-09,2020-01-24,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
37395399,2,2,2021-09-24,2021-09-24,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
37442605,2,2,2020-02-14,2020-02-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
37442605,2,2,2020-06-05,2020-06-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
38588174,2,2,2021-02-22,2021-02-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
39343350,2,2,2021-01-28,2021-01-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
39910272,1,2,2022-08-17,2020-11-25,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
40830774,1,2,2021-02-12,2021-02-12,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
41180092,2,2,2020-02-14,2020-02-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
41255225,2,2,2021-05-20,2021-05-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
41669227,2,2,2019-02-01,2019-02-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
41697103,2,2,2018-08-08,2018-08-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
41707258,2,2,2016-09-14,2016-09-14,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
42873828,2,2,2011-01-06,2011-01-06,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
158146,1,8,2008-12-31,1994-08-09,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46642294,2,2,2017-05-12,2017-05-12,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
49389307,2,2,2016-12-29,2016-12-29,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
53935029,2,2,2019-08-02,2019-08-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
54037916,2,2,2017-10-19,2017-10-19,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
54037916,2,8,2021-08-31,2019-09-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
54401286,2,2,2010-02-09,2010-02-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
54401286,2,2,2018-08-01,2018-08-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
65229254,2,2,2018-09-24,2018-09-24,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
65239402,2,2,2017-06-19,2017-06-19,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
66463407,2,2,2015-12-01,2015-12-01,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
67960229,2,2,2017-04-26,2017-04-26,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
71418784,2,8,2021-10-27,2019-08-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
71441406,2,2,2016-09-09,2016-09-09,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
71884498,2,2,2016-09-15,2016-09-15,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
73750424,2,2,2017-10-03,2017-10-03,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
76059997,2,2,2017-02-08,2017-02-08,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
77984870,2,2,2016-12-28,2016-12-28,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
78414067,2,2,2017-02-15,2017-02-15,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
78414067,2,2,2018-05-18,2018-05-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
78414067,2,2,2018-10-03,2018-10-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
78414067,2,2,2018-12-04,2018-12-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
78825270,2,2,2018-09-06,2018-09-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
78825270,2,2,2019-02-14,2019-02-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
78825270,2,2,2019-02-14,2019-02-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
78825270,2,2,2019-08-06,2019-08-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
78825270,2,2,2019-08-06,2019-08-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
78834975,2,2,2019-02-22,2019-02-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
78840071,2,2,2018-09-14,2018-09-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
79052122,2,2,2014-11-10,2014-11-10,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
79342069,2,2,2018-09-19,2018-09-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
79342069,2,2,2019-07-02,2019-07-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
79342069,2,2,2019-08-16,2019-08-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
80230774,2,8,2012-12-27,2008-02-20,6424702,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80959612,2,2,2017-01-12,2017-01-12,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
81016131,2,2,2016-09-28,2016-09-28,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
81016131,2,2,2018-03-26,2018-03-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
81099491,2,2,2018-01-03,2018-01-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
81099491,2,2,2018-03-07,2018-03-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
81099491,2,2,2019-03-07,2019-03-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
81115149,2,2,2015-03-05,2015-03-05,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
81115149,2,2,2019-04-11,2019-04-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
81115149,2,2,2019-09-26,2019-09-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
81367880,2,2,2017-06-30,2017-06-30,6424702,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
81367880,2,2,2018-04-13,2018-04-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
81367880,2,2,2019-05-10,2019-05-10,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
81367880,2,2,2019-06-12,2019-06-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
81466286,2,2,2017-07-28,2017-07-28,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
81466286,2,2,2019-04-17,2019-04-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
81607046,2,2,2019-05-13,2019-05-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
81723108,2,2,2016-12-09,2016-12-09,6424704,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
82133182,2,2,2018-11-28,2018-11-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
82527557,2,2,2007-10-04,2007-10-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
82639451,2,2,2016-07-28,2016-07-28,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
82639451,2,2,2018-09-27,2018-09-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
83315408,2,2,2019-03-07,2019-03-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
84974278,2,2,2004-11-04,2004-11-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
84974278,2,2,2017-09-29,2017-09-29,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
87437687,2,2,2007-06-29,2007-06-29,6424702,1,1,1,1,1,1,1,1,1,1,1,1,1
87733770,2,2,2019-09-11,2019-09-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
87780268,2,2,2017-12-19,2017-12-19,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
87781530,2,2,2017-08-17,2017-08-17,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
87795639,2,2,2018-03-05,2018-03-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
87853206,2,2,2006-01-31,2006-01-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
87900411,2,2,2016-08-12,2016-08-12,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
88099247,2,2,2016-09-20,2016-09-20,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
88894548,2,2,2011-05-31,2011-05-31,6424703,NA,1,1,1,1,1,1,1,1,1,1,1,1
90497256,2,2,2014-12-23,2014-12-23,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
90497256,2,2,2017-10-27,2017-10-27,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
2309070,2,2,2018-02-19,2018-02-19,6424704,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
92555150,2,2,2012-07-17,2012-07-17,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
92555150,2,2,2019-06-04,2019-06-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
97259253,2,2,2016-08-18,2016-08-18,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
97259253,2,2,2016-08-18,2016-08-18,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
698609,2,2,2018-01-19,2018-01-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
952415,2,2,2018-09-03,2018-09-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
971300,2,2,2018-11-09,2018-11-09,6424704,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
1090027,2,2,2015-10-05,2015-10-05,6424703,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
1151186,2,8,2019-12-02,2019-04-24,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187961,2,2,2018-01-23,2018-01-23,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
1187961,2,2,2018-01-23,2018-01-23,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
1389651,2,2,2016-08-19,2016-08-19,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
1389651,2,2,2018-03-07,2018-03-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
1604998,2,2,2008-11-21,2008-11-21,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1644264,2,2,2018-06-19,2018-06-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
1644264,2,2,2019-03-01,2019-03-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1664968,2,2,2018-08-01,2018-08-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
1667352,2,2,2019-09-25,2019-09-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1736243,2,8,2021-08-20,2017-10-20,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA
1736516,2,2,2017-05-05,2017-05-05,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
1736516,2,2,2019-04-04,2019-04-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1760242,2,2,2019-07-18,2019-07-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1796302,2,2,2008-03-03,2008-03-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1848322,2,2,2019-07-05,2019-07-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2015588,2,2,2014-01-13,2014-01-13,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2015588,2,2,2019-07-02,2019-07-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2057584,2,2,2014-01-20,2014-01-20,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2282165,2,2,2019-08-20,2019-08-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2309070,2,2,2016-08-31,2016-08-31,6424704,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
2405189,2,2,2014-11-06,2014-11-06,6424703,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
2641969,2,2,2016-11-29,2016-11-29,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
2641969,2,2,2018-07-17,2018-07-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
2698001,2,8,2018-10-04,2017-11-09,6424704,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2844024,2,2,2018-08-27,2018-08-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
2904125,2,2,2019-09-16,2019-09-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2923389,2,2,2019-02-06,2019-02-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2935307,2,2,2018-06-06,2018-06-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
3320525,2,8,2017-04-17,2017-03-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3326437,2,8,2021-05-03,2017-05-23,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA
3326437,2,2,2017-05-23,2017-05-23,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
3427097,2,2,2016-08-31,2016-08-31,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
3459850,2,2,2012-11-08,2012-11-08,6424703,NA,NA,1,1,1,1,1,1,1,1,1,1,1
3459850,2,2,2016-10-27,2016-10-27,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
3459850,2,2,2016-10-27,2016-10-27,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
3459850,2,2,2019-06-27,2019-06-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
3632872,2,2,2016-09-08,2016-09-08,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
3730508,2,8,2020-04-01,2007-03-07,6424703,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
3732359,2,2,2017-09-20,2017-09-20,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
3793242,2,2,2017-08-14,2017-08-14,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
3921543,2,8,2023-01-04,2018-03-14,6424704,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
3965737,2,2,2019-07-24,2019-07-24,6424702,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
4120633,2,2,2018-06-08,2018-06-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
4120633,2,2,2019-04-18,2019-04-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
4179861,2,8,2018-09-01,2018-08-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4247370,2,8,2022-12-14,2019-10-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA
4544165,2,8,2020-10-06,2018-07-05,6424704,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
4622657,2,2,2018-06-20,2018-06-20,6424704,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
4663561,2,2,2019-09-25,2019-09-25,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
4876393,2,2,2018-07-09,2018-07-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
4876393,2,2,2018-08-07,2018-08-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
4876393,2,2,2019-06-12,2019-06-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
5203605,2,2,2017-02-08,2017-02-08,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
5203605,2,2,2017-06-28,2017-06-28,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
5247312,2,2,2018-10-05,2018-10-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5247312,2,2,2018-10-05,2018-10-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5276770,2,2,2019-04-08,2019-04-08,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
5277312,2,2,2017-10-27,2017-10-27,6424704,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
5392810,2,2,2018-06-17,2018-06-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5477038,2,2,2018-08-30,2018-08-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5580585,2,8,2019-06-13,2017-07-28,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
5582619,2,2,2016-12-12,2016-12-12,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
5582619,2,2,2018-07-30,2018-07-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5582619,2,2,2018-08-31,2018-08-31,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5582619,2,2,2018-09-20,2018-09-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5597773,2,2,2016-12-01,2016-12-01,6424704,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
5597773,2,2,2018-12-12,2018-12-12,6424704,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5772229,2,8,2020-11-01,2019-06-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
5863726,2,2,2016-01-11,2016-01-11,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
5863726,2,2,2016-01-11,2016-01-11,6424703,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
5863726,2,2,2018-08-31,2018-08-31,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
5888589,2,2,2019-05-03,2019-05-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
6031727,2,2,2019-05-07,2019-05-07,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
6174009,2,2,2018-10-30,2018-10-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
6332931,2,2,2018-10-29,2018-10-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
7097064,2,2,2018-07-27,2018-07-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
7122321,2,2,2019-05-17,2019-05-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
7122321,2,2,2019-05-17,2019-05-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
7194313,2,2,2019-08-05,2019-08-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
7268499,2,2,2019-04-30,2019-04-30,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
7512780,2,2,2016-05-16,2016-05-16,6424704,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
7512780,2,2,2019-08-20,2019-08-20,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
7512780,2,2,2019-09-02,2019-09-02,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
7514202,2,8,2017-10-31,2016-07-29,6424704,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
8044854,2,2,2019-04-23,2019-04-23,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
8075352,2,2,2018-11-09,2018-11-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
8624548,2,2,2016-04-15,2016-04-15,6424704,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1
8742188,2,2,2018-05-17,2018-05-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
10218474,2,2,2019-06-03,2019-06-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
10311218,2,2,2018-08-22,2018-08-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
10311218,2,2,2018-03-22,2018-03-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
10453077,2,2,2018-10-22,2018-10-22,6424704,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
10520232,2,2,2019-03-01,2019-03-01,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
10719496,1,2,2023-01-06,2009-03-25,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
11453724,2,8,2018-11-14,2017-05-03,6424704,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
165569,1,8,2005-08-16,1994-08-23,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11969853,2,2,2018-07-03,2018-07-03,6424704,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
12384953,2,2,2017-10-24,2017-10-24,6424703,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
12632153,1,2,2020-04-06,2010-10-05,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
17361536,2,2,2018-02-20,2018-02-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
17361536,2,2,2019-09-06,2019-09-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
